pair	timestamp	bid	ask	last_trade	rolling_24_hour_volume	status
XRPZAR	1656302210468	5.88000000	5.89000000	5.87000000	1226394.00000000	ACTIVE
XRPZAR	1656304105023	5.86000000	5.87000000	5.87000000	1259846.00000000	ACTIVE
XRPZAR	1656305999544	5.88000000	5.89000000	5.88000000	1307158.00000000	ACTIVE
XRPZAR	1656307896108	5.82000000	5.83000000	5.82000000	1344848.00000000	ACTIVE
XRPZAR	1656309794043	5.83000000	5.84000000	5.84000000	1280758.00000000	ACTIVE
XRPZAR	1656311694505	5.84000000	5.85000000	5.84000000	1287342.00000000	ACTIVE
XRPZAR	1656313591951	5.86000000	5.87000000	5.87000000	1296893.00000000	ACTIVE
XRPZAR	1656315490081	5.86000000	5.87000000	5.86000000	1369168.00000000	ACTIVE
XRPZAR	1656317387080	5.84000000	5.85000000	5.85000000	1408337.00000000	ACTIVE
XRPZAR	1656319284545	5.86000000	5.87000000	5.86000000	1517003.00000000	ACTIVE
XRPZAR	1656321183965	5.88000000	5.89000000	5.89000000	1566079.00000000	ACTIVE
XRPZAR	1656323086291	5.91000000	5.92000000	5.92000000	1600132.00000000	ACTIVE
XRPZAR	1656324987689	5.90000000	5.91000000	5.90000000	1646591.00000000	ACTIVE
XRPZAR	1656326885944	5.91000000	5.92000000	5.91000000	1654183.00000000	ACTIVE
XRPZAR	1656328796924	5.92000000	5.93000000	5.92000000	1684888.00000000	ACTIVE
XRPZAR	1656330697604	5.88000000	5.89000000	5.89000000	1699989.00000000	ACTIVE
XRPZAR	1656332596990	5.86000000	5.87000000	5.86000000	1621538.00000000	ACTIVE
XRPZAR	1656334495233	5.85000000	5.86000000	5.86000000	1613190.00000000	ACTIVE
XRPZAR	1656336399642	5.87000000	5.88000000	5.88000000	1586129.00000000	ACTIVE
XRPZAR	1656338303651	5.72000000	5.73000000	5.73000000	2009541.00000000	ACTIVE
XRPZAR	1656340205235	5.69000000	5.70000000	5.70000000	2217019.00000000	ACTIVE
XRPZAR	1656342106863	5.72000000	5.73000000	5.73000000	2363153.00000000	ACTIVE
XRPZAR	1656344012603	5.71000000	5.72000000	5.72000000	2417981.00000000	ACTIVE
XRPZAR	1656345914844	5.72000000	5.73000000	5.73000000	2489975.00000000	ACTIVE
XRPZAR	1656347818056	5.69000000	5.70000000	5.70000000	2503113.00000000	ACTIVE
XRPZAR	1656349719242	5.69000000	5.70000000	5.70000000	2496485.00000000	ACTIVE
XRPZAR	1656351624160	5.71000000	5.72000000	5.72000000	2510563.00000000	ACTIVE
XRPZAR	1656353530258	5.70000000	5.71000000	5.71000000	2547346.00000000	ACTIVE
XRPZAR	1656356424797	5.72000000	5.73000000	5.73000000	2709325.00000000	ACTIVE
XRPZAR	1656358235163	5.71000000	5.72000000	5.72000000	2686109.00000000	ACTIVE
XRPZAR	1656360024648	5.70000000	5.71000000	5.71000000	2771172.00000000	ACTIVE
XRPZAR	1656361835029	5.73000000	5.74000000	5.74000000	2782156.00000000	ACTIVE
XRPZAR	1656363624919	5.73000000	5.74000000	5.74000000	2703364.00000000	ACTIVE
XRPZAR	1656365435028	5.73000000	5.74000000	5.75000000	2723669.00000000	ACTIVE
XRPZAR	1656367225574	5.72000000	5.73000000	5.73000000	2734572.00000000	ACTIVE
XRPZAR	1656369035536	5.73000000	5.74000000	5.74000000	2706686.00000000	ACTIVE
XRPZAR	1656370825147	5.72000000	5.73000000	5.73000000	2668851.00000000	ACTIVE
XRPZAR	1656372636126	5.72000000	5.73000000	5.73000000	2648297.00000000	ACTIVE
XRPZAR	1656374425517	5.71000000	5.72000000	5.71000000	2707153.00000000	ACTIVE
XRPZAR	1656376235904	5.73000000	5.75000000	5.75000000	2733261.00000000	ACTIVE
XRPZAR	1656378025913	5.70000000	5.71000000	5.71000000	2780352.00000000	ACTIVE
XRPZAR	1656379835533	5.65000000	5.67000000	5.65000000	2797783.00000000	ACTIVE
XRPZAR	1656381625804	5.53000000	5.55000000	5.55000000	2986346.00000000	ACTIVE
XRPZAR	1656383435635	5.52000000	5.53000000	5.53000000	3010251.00000000	ACTIVE
XRPZAR	1656385224846	5.54000000	5.56000000	5.54000000	3028755.00000000	ACTIVE
XRPZAR	1656387034779	5.54000000	5.55000000	5.54000000	3097733.00000000	ACTIVE
XRPZAR	1656388824940	5.55000000	5.56000000	5.56000000	3150409.00000000	ACTIVE
XRPZAR	1656390635256	5.56000000	5.57000000	5.57000000	3152537.00000000	ACTIVE
XRPZAR	1656392430057	5.60000000	5.61000000	5.61000000	3155322.00000000	ACTIVE
XRPZAR	1656394240186	5.61000000	5.62000000	5.62000000	3197384.00000000	ACTIVE
XRPZAR	1656396024964	5.59000000	5.60000000	5.59000000	3260823.00000000	ACTIVE
XRPZAR	1656397835147	5.62000000	5.63000000	5.63000000	3280463.00000000	ACTIVE
XRPZAR	1656399625910	5.64000000	5.65000000	5.65000000	3275499.00000000	ACTIVE
XRPZAR	1656401435976	5.66000000	5.67000000	5.67000000	3416083.00000000	ACTIVE
